Level	Date and Time	Source	Event ID	Task Category
Information	9/3/2022 11:49:51 AM	Windows Error Reporting	1001	None	"Fault bucket , type 0
Event Name: APPCRASH
Response: Not available
Cab Id: 0

Problem signature:
P1: elasticsearch-service-x64.exe
P2: 1.0.15.0
P3: 51543b9d
P4: jvm.dll
P5: 8.0.2110.12
P6: 5ca2dd29
P7: c0000005
P8: 0000000000218238
P9: 
P10: 

Attached files:

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_elasticsearch-se_882163b11999ce98b64cfa87cf1e09e18c8fd8e_131b57b6

Analysis symbol: 
Rechecking for solution: 0
Report Id: 3091bbbf-2bb9-11ed-be24-0800275456fd
Report Status: 4"
Error	9/3/2022 11:49:51 AM	Application Error	1000	(100)	"Faulting application name: elasticsearch-service-x64.exe, version: 1.0.15.0, time stamp: 0x51543b9d
Faulting module name: jvm.dll, version: 8.0.2110.12, time stamp: 0x5ca2dd29
Exception code: 0xc0000005
Fault offset: 0x0000000000218238
Faulting process id: 0x584
Faulting application start time: 0x01d8bfc57372335a
Faulting application path: C:\Program Files\elasticsearch-1.1.1\bin\elasticsearch-service-x64.exe
Faulting module path: C:\Program Files\Java\jdk1.8.0_211\jre\bin\server\jvm.dll
Report Id: 3091bbbf-2bb9-11ed-be24-0800275456fd"
Information	9/3/2022 11:49:50 AM	Desktop Window Manager	9009	None	The Desktop Window Manager has exited with code (0x40010004)
Information	9/3/2022 11:49:40 AM	Windows Error Reporting	1001	None	"Fault bucket , type 0
Event Name: PnPGenericDriverFound
Response: Not available
Cab Id: 0

Problem signature:
P1: x64
P2: PCI\VEN_80EE&DEV_BEEF&SUBSYS_040515AD&REV_00
P3: 
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:

These files may be available here:
C:\Users\vagrant\AppData\Local\Microsoft\Windows\WER\ReportQueue\NonCritical_x64_94995ab25177e7c7298027ae617b93854df5_cab_079f2d2b

Analysis symbol: 
Rechecking for solution: 0
Report Id: 2a1b1bc3-2bb9-11ed-be24-0800275456fd
Report Status: 4"
Information	9/3/2022 11:48:26 AM	Microsoft-Windows-MSDTC 2	4202	TM	MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Trasaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1
Error	9/3/2022 11:48:12 AM	Microsoft-Windows-WMI	10	None	"Event filter with query ""SELECT * FROM __InstanceModificationEvent WITHIN 60 WHERE TargetInstance ISA ""Win32_Processor"" AND TargetInstance.LoadPercentage > 99"" could not be reactivated in namespace ""//./root/CIMV2"" because of error 0x80041003. Events cannot be delivered through this filter until the problem is corrected."
Information	9/3/2022 11:46:44 AM	Desktop Window Manager	9003	None	The Desktop Window Manager was unable to start because a composited theme is not in use
Information	9/3/2022 11:46:44 AM	Microsoft-Windows-Winlogon	4104	None	Accessing Windows in Notification period.
Warning	9/3/2022 11:46:41 AM	Microsoft-Windows-Winlogon	4105	None	Windows is in Notification period.
Information	9/3/2022 11:46:29 AM	WLMS	100	None	The license period for this installation of Windows has expired.  The operating system will shutdown every hour.
Information	9/3/2022 11:46:28 AM	Microsoft-Windows-Security-SPP	902	None	"The Software Protection service has started.
6.1.7601.17514"
Information	9/3/2022 11:46:28 AM	Microsoft-Windows-Security-SPP	1003	None	"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 039998e3-3ef5-4adf-b758-d25fa0128ff4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
2: 47188d7c-b5ef-4336-91a9-3857b219fe95, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
3: 68531fb9-5511-4989-97be-d11a0f55633f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
4: 6a4bd364-4b60-4856-a727-efb59d94348e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
5: 6d47464d-e43d-4228-b051-fddd47fd403f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
6: 8fe15d04-fc66-40e6-bf34-942481e06fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
7: 9a159de8-d114-41d7-a5bf-d3574edb42fa, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
8: a60c85a9-7eff-4690-8aa1-010ddf5d38f0, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
9: a7dad4b1-8065-4576-9e61-2fd025fe16cc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
10: c60b048b-8071-4532-8398-f15f4c981861, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
11: c837408d-3762-4dea-a4d7-6dba48f6c305, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
12: c99b641f-c4ea-4e63-bec3-5ed2ccd0f357, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
13: da71774d-b2c9-4c42-bb7b-a66365d5abb2, 1, 1 [(0 )(1 )(2 [0x00000000, 0, 0], [( 5 0xC004F009 10 0)( 5 0xC004F009 10 0)( 1 0x00000000 0 0 msft:rm/algorithm/flags/1.0 0x00000000 0)(?)(?)( 9 0x00000000 0xC004F009)])]
14: f14c8ee3-560d-441e-aee1-325c2e9ae74a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]

"
Information	9/3/2022 11:46:28 AM	Microsoft-Windows-Security-SPP	1066	None	"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/2005, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/licenserenewal/1.0, 0x00000000, 0x00000000
"
Information	9/3/2022 11:46:27 AM	Microsoft-Windows-Security-SPP	900	None	"The Software Protection service is starting.
"
Information	9/3/2022 11:46:25 AM	Microsoft-Windows-WMI	5617	None	Windows Management Instrumentation Service subsystems initialized successfully
Information	9/3/2022 11:46:25 AM	MySQL	100	None	"wampmysqld: ready for connections.
Version: '5.5.20-log'  socket: ''  port: 3306  MySQL Community Server (GPL)

For more information, see Help and Support Center at http://www.mysql.com.  "
Information	9/3/2022 11:46:25 AM	MySQL	100	None	"Event Scheduler: Loaded 0 events

For more information, see Help and Support Center at http://www.mysql.com.  "
Information	9/3/2022 11:46:23 AM	Microsoft-Windows-WMI	5615	None	Windows Management Instrumentation Service started sucessfully
Information	9/3/2022 11:46:24 AM	OpenSSHd	0	None	"The description for Event ID 0 from source OpenSSHd cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

OpenSSHd: PID 2224: `OpenSSHd' service started
"
Information	9/3/2022 11:46:23 AM	ESENT	102	General	svchost (3348) The database engine (6.01.7601.0000) started a new instance (0).
Information	9/3/2022 11:46:23 AM	MySQL	100	None	"Plugin 'FEDERATED' is disabled.

For more information, see Help and Support Center at http://www.mysql.com.  "
Information	9/3/2022 11:46:23 AM	sshd	0	None	"The description for Event ID 0 from source sshd cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

sshd: PID 3100: Server listening on 0.0.0.0 port 22.
"
Information	9/3/2022 11:46:23 AM	sshd	0	None	"The description for Event ID 0 from source sshd cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

sshd: PID 3100: Server listening on :: port 22.
"
Information	9/3/2022 11:46:17 AM	domain1	0	None	Service started successfully.
Information	9/3/2022 11:46:17 AM	domain1	0	None	Starting C:/glassfish/glassfish4/glassfish/lib/nadmin.bat  start-domain --watchdog --domaindir C:\\glassfish\\glassfish4\\glassfish\\domains domain1 
Information	9/3/2022 11:46:16 AM	Microsoft-Windows-User Profiles Service	1531	None	"The User Profile Service has started successfully.  

"
Information	9/3/2022 11:46:16 AM	Microsoft-Windows-EventSystem	4625	None	The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
Information	9/3/2022 11:35:57 AM	Microsoft-Windows-User Profiles Service	1532	None	"The User Profile Service has stopped.  

"
Information	9/3/2022 11:35:52 AM	Windows Error Reporting	1001	None	"Fault bucket , type 0
Event Name: APPCRASH
Response: Not available
Cab Id: 0

Problem signature:
P1: elasticsearch-service-x64.exe
P2: 1.0.15.0
P3: 51543b9d
P4: jvm.dll
P5: 8.0.2110.12
P6: 5ca2dd29
P7: c0000005
P8: 0000000000218238
P9: 
P10: 

Attached files:

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_elasticsearch-se_882163b11999ce98b64cfa87cf1e09e18c8fd8e_13144d36

Analysis symbol: 
Rechecking for solution: 0
Report Id: 3c8c1107-2bb7-11ed-b253-0800275456fd
Report Status: 0"
Information	9/3/2022 11:35:52 AM	Windows Error Reporting	1001	None	"Fault bucket , type 0
Event Name: APPCRASH
Response: Not available
Cab Id: 0

Problem signature:
P1: elasticsearch-service-x64.exe
P2: 1.0.15.0
P3: 51543b9d
P4: jvm.dll
P5: 8.0.2110.12
P6: 5ca2dd29
P7: c0000005
P8: 0000000000218238
P9: 
P10: 

Attached files:

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_elasticsearch-se_882163b11999ce98b64cfa87cf1e09e18c8fd8e_13144d36

Analysis symbol: 
Rechecking for solution: 0
Report Id: 3c8c1107-2bb7-11ed-b253-0800275456fd
Report Status: 4"
Error	9/3/2022 11:35:52 AM	Application Error	1000	(100)	"Faulting application name: elasticsearch-service-x64.exe, version: 1.0.15.0, time stamp: 0x51543b9d
Faulting module name: jvm.dll, version: 8.0.2110.12, time stamp: 0x5ca2dd29
Exception code: 0xc0000005
Fault offset: 0x0000000000218238
Faulting process id: 0x598
Faulting application start time: 0x01d8bfbe78dfb11b
Faulting application path: C:\Program Files\elasticsearch-1.1.1\bin\elasticsearch-service-x64.exe
Faulting module path: C:\Program Files\Java\jdk1.8.0_211\jre\bin\server\jvm.dll
Report Id: 3c8c1107-2bb7-11ed-b253-0800275456fd"
Warning	9/3/2022 11:35:50 AM	Microsoft-Windows-User Profiles Service	1530	None	"Windows detected your registry file is still in use by other applications or services. The file will be unloaded now. The applications or services that hold your registry file may not function properly afterwards.  

 DETAIL - 
 1 user registry handles leaked from \Registry\User\S-1-5-21-3512582074-1228384408-890077865-1000:
Process 1000 (\Device\HarddiskVolume1\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3512582074-1228384408-890077865-1000\Printers\DevModePerUser
"
Information	9/3/2022 11:35:50 AM	Desktop Window Manager	9009	None	The Desktop Window Manager has exited with code (0x40010004)
Information	9/3/2022 11:32:12 AM	Desktop Window Manager	9003	None	The Desktop Window Manager was unable to start because a composited theme is not in use
Information	9/3/2022 11:32:12 AM	Microsoft-Windows-Winlogon	4104	None	Accessing Windows in Notification period.
Warning	9/3/2022 11:31:54 AM	Microsoft-Windows-Winlogon	4105	None	Windows is in Notification period.
Warning	9/3/2022 11:28:09 AM	MySQL	100	None	"IP address '192.168.128.144' could not be resolved: No such host is known. 

For more information, see Help and Support Center at http://www.mysql.com.  "
Information	9/3/2022 11:26:30 AM	WLMS	100	None	The license period for this installation of Windows has expired.  The operating system will shutdown every hour.
Information	9/3/2022 11:14:31 AM	Desktop Window Manager	9009	None	The Desktop Window Manager has exited with code (0x40010004)
Information	9/3/2022 11:13:23 AM	ESENT	102	General	svchost (272) The database engine (6.01.7601.0000) started a new instance (0).
Information	9/3/2022 11:13:22 AM	ESENT	103	General	svchost (3260) The database engine stopped the instance (0).
Information	9/3/2022 11:00:55 AM	Microsoft-Windows-LoadPerf	1000	None	Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data in the data section contains the new index values assigned to this service.
Information	9/3/2022 11:00:55 AM	Microsoft-Windows-LoadPerf	1001	None	Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
Information	9/3/2022 10:58:27 AM	Microsoft-Windows-MSDTC 2	4202	TM	MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Trasaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1
Error	9/3/2022 10:58:13 AM	Microsoft-Windows-WMI	10	None	"Event filter with query ""SELECT * FROM __InstanceModificationEvent WITHIN 60 WHERE TargetInstance ISA ""Win32_Processor"" AND TargetInstance.LoadPercentage > 99"" could not be reactivated in namespace ""//./root/CIMV2"" because of error 0x80041003. Events cannot be delivered through this filter until the problem is corrected."
Information	9/3/2022 10:56:39 AM	Desktop Window Manager	9003	None	The Desktop Window Manager was unable to start because a composited theme is not in use
Information	9/3/2022 10:56:39 AM	Microsoft-Windows-Winlogon	4104	None	Accessing Windows in Notification period.
Warning	9/3/2022 10:56:31 AM	Microsoft-Windows-Winlogon	4105	None	Windows is in Notification period.
Information	9/3/2022 10:56:30 AM	WLMS	100	None	The license period for this installation of Windows has expired.  The operating system will shutdown every hour.
Information	9/3/2022 10:56:30 AM	Microsoft-Windows-Security-SPP	902	None	"The Software Protection service has started.
6.1.7601.17514"
Information	9/3/2022 10:56:30 AM	Microsoft-Windows-Security-SPP	1003	None	"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 039998e3-3ef5-4adf-b758-d25fa0128ff4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
2: 47188d7c-b5ef-4336-91a9-3857b219fe95, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
3: 68531fb9-5511-4989-97be-d11a0f55633f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
4: 6a4bd364-4b60-4856-a727-efb59d94348e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
5: 6d47464d-e43d-4228-b051-fddd47fd403f, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
6: 8fe15d04-fc66-40e6-bf34-942481e06fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
7: 9a159de8-d114-41d7-a5bf-d3574edb42fa, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
8: a60c85a9-7eff-4690-8aa1-010ddf5d38f0, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
9: a7dad4b1-8065-4576-9e61-2fd025fe16cc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
10: c60b048b-8071-4532-8398-f15f4c981861, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
11: c837408d-3762-4dea-a4d7-6dba48f6c305, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
12: c99b641f-c4ea-4e63-bec3-5ed2ccd0f357, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]
13: da71774d-b2c9-4c42-bb7b-a66365d5abb2, 1, 0 [(0 )(1 )(2 [0x00000000, 0, 0], [( 5 0xC004F009 10 0)( 5 0xC004F009 10 0)( 1 0x00000000 0 0 msft:rm/algorithm/flags/1.0 0x00000000 0)(?)(?)( 9 0x00000000 0xC004F009)])]
14: f14c8ee3-560d-441e-aee1-325c2e9ae74a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)])(1 )(2 )]

"
Information	9/3/2022 10:56:30 AM	Microsoft-Windows-Security-SPP	1033	None	"These policies are being excluded since they are only defined with override-only attribute.
Policy Names=(Microsoft-Windows-AuxiliaryDisplay-EnableAPI) (Microsoft-Windows-AuxiliaryDisplay-EnableCPL) (Microsoft-Windows-AuxiliaryDisplay-EnableDriver) (Microsoft-Windows-AuxiliaryDisplay-EnableSDP) (Microsoft-Windows-CertificateServices-CA-AdvancedTemplateSupport) (Microsoft-Windows-CertificateServices-CA-CertificateManagerRestrictionSupport) (Microsoft-Windows-CertificateServices-CA-CrossForestEnrollmentSupport) (Microsoft-Windows-CertificateServices-CA-ExitModuleSMTPSupport) (Microsoft-Windows-CertificateServices-CA-RoleSeparationSupport) (Microsoft-Windows-Fax-Common-DeviceLimit) (Microsoft-Windows-Fax-Common-EnableServerPolicy) (Microsoft-Windows-OfflineFiles-Core-BranchCachingEnabled) (Microsoft-Windows-OfflineFiles-Core-FeatureEnabled) (Microsoft-Windows-SensorsLicense-EnableCPL) (Microsoft.Windows.Smc-Enabled) (PeerToPeerBase-IdManager-EnabledPolicy) (PeerToPeerBase-Pnrp-EnabledPolicy) (Personalization-Enabled) (Printing-Spooler-Pmc-Licensing-Enabled) (SecureStartupFeature-Enabled) (SecureStartupFeature-Enabled-Driver) (SecureStartupFeature-Enabled-Premium) (SecureStartupFeature-PerfWarning) (SnippingToolLicensing-Enabled) (TSProxy-EdgeAdapter-MaxConnections) (TabletPCCoreInkRecognitionLicensing-EnableText) (Telnet-Client-EnableTelnetClient) (Telnet-Server-EnableTelnetServer) (TiffIFilterLicensing-EnableTiffIFilter) (nfs-admincmdtools-enabled) (nfs-adminmmc-enabled) (nfs-clientcmdtools-enabled) (nfs-clientcore-enabled) (nfs-servercmdtools-enabled) (nfs-servercore-enabled) (psync-Enabled) (snis-Enabled) (sua-EnableSUA) 
App Id=55c92734-d682-4d71-983e-d6ec3f16059f
Sku Id=da71774d-b2c9-4c42-bb7b-a66365d5abb2"
Information	9/3/2022 10:56:30 AM	Microsoft-Windows-Security-SPP	1066	None	"Initialization status for service objects.
C:\Windows\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:rm/algorithm/pkey/2005, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\Windows\system32\sppobjs.dll, msft:spp/volume/services/kms/licenserenewal/1.0, 0x00000000, 0x00000000
"
Information	9/3/2022 10:56:28 AM	Microsoft-Windows-Security-SPP	900	None	"The Software Protection service is starting.
"
Information	9/3/2022 10:56:27 AM	MySQL	100	None	"wampmysqld: ready for connections.
Version: '5.5.20-log'  socket: ''  port: 3306  MySQL Community Server (GPL)

For more information, see Help and Support Center at http://www.mysql.com.  "
Information	9/3/2022 10:56:27 AM	MySQL	100	None	"Event Scheduler: Loaded 0 events

For more information, see Help and Support Center at http://www.mysql.com.  "
Information	9/3/2022 10:56:26 AM	Microsoft-Windows-WMI	5617	None	Windows Management Instrumentation Service subsystems initialized successfully
Information	9/3/2022 10:56:25 AM	Microsoft-Windows-WMI	5615	None	Windows Management Instrumentation Service started sucessfully
Information	9/3/2022 10:56:26 AM	OpenSSHd	0	None	"The description for Event ID 0 from source OpenSSHd cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

OpenSSHd: PID 2156: `OpenSSHd' service started
"
Information	9/3/2022 10:56:25 AM	MySQL	100	None	"Plugin 'FEDERATED' is disabled.

For more information, see Help and Support Center at http://www.mysql.com.  "
Information	9/3/2022 10:56:25 AM	ESENT	102	General	svchost (3260) The database engine (6.01.7601.0000) started a new instance (0).
Information	9/3/2022 10:56:25 AM	sshd	0	None	"The description for Event ID 0 from source sshd cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

sshd: PID 2368: Server listening on 0.0.0.0 port 22.
"
Information	9/3/2022 10:56:25 AM	sshd	0	None	"The description for Event ID 0 from source sshd cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

sshd: PID 2368: Server listening on :: port 22.
"
Information	9/3/2022 10:56:20 AM	domain1	0	None	Service started successfully.
Information	9/3/2022 10:56:20 AM	domain1	0	None	Starting C:/glassfish/glassfish4/glassfish/lib/nadmin.bat  start-domain --watchdog --domaindir C:\\glassfish\\glassfish4\\glassfish\\domains domain1 
Information	9/3/2022 10:56:19 AM	Microsoft-Windows-User Profiles Service	1531	None	"The User Profile Service has started successfully.  

"
Information	9/3/2022 10:56:19 AM	Microsoft-Windows-EventSystem	4625	None	The EventSystem sub system is suppressing duplicate event log entries for a duration of 86400 seconds.  The suppression timeout can be controlled by a REG_DWORD value named SuppressDuplicateDuration under the following registry key: HKLM\Software\Microsoft\EventSystem\EventLog.
Information	9/3/2022 10:56:06 AM	Microsoft-Windows-User Profiles Service	1532	None	"The User Profile Service has stopped.  

"
Information	9/3/2022 10:56:01 AM	Windows Error Reporting	1001	None	"Fault bucket , type 0
Event Name: APPCRASH
Response: Not available
Cab Id: 0

Problem signature:
P1: elasticsearch-service-x64.exe
P2: 1.0.15.0
P3: 51543b9d
P4: jvm.dll
P5: 8.0.2110.12
P6: 5ca2dd29
P7: c0000005
P8: 0000000000218238
P9: 
P10: 

Attached files:

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_elasticsearch-se_882163b11999ce98b64cfa87cf1e09e18c8fd8e_121d42c6

Analysis symbol: 
Rechecking for solution: 0
Report Id: ab2ce8aa-2bb1-11ed-8298-0800275456fd
Report Status: 0"
Information	9/3/2022 10:56:01 AM	Windows Error Reporting	1001	None	"Fault bucket , type 0
Event Name: APPCRASH
Response: Not available
Cab Id: 0

Problem signature:
P1: elasticsearch-service-x64.exe
P2: 1.0.15.0
P3: 51543b9d
P4: jvm.dll
P5: 8.0.2110.12
P6: 5ca2dd29
P7: c0000005
P8: 0000000000218238
P9: 
P10: 

Attached files:

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_elasticsearch-se_882163b11999ce98b64cfa87cf1e09e18c8fd8e_121d42c6

Analysis symbol: 
Rechecking for solution: 0
Report Id: ab2ce8aa-2bb1-11ed-8298-0800275456fd
Report Status: 4"
Error	9/3/2022 10:56:00 AM	Application Error	1000	(100)	"Faulting application name: elasticsearch-service-x64.exe, version: 1.0.15.0, time stamp: 0x51543b9d
Faulting module name: jvm.dll, version: 8.0.2110.12, time stamp: 0x5ca2dd29
Exception code: 0xc0000005
Fault offset: 0x0000000000218238
Faulting process id: 0x590
Faulting application start time: 0x01d8bbe0b211fc82
Faulting application path: C:\Program Files\elasticsearch-1.1.1\bin\elasticsearch-service-x64.exe
Faulting module path: C:\Program Files\Java\jdk1.8.0_211\jre\bin\server\jvm.dll
Report Id: ab2ce8aa-2bb1-11ed-8298-0800275456fd"
Information	9/3/2022 10:55:59 AM	Desktop Window Manager	9009	None	The Desktop Window Manager has exited with code (0x40010004)
Information	9/3/2022 10:53:51 AM	ESENT	102	General	svchost (5076) The database engine (6.01.7601.0000) started a new instance (0).
Information	9/3/2022 10:53:48 AM	ESENT	103	General	svchost (4812) The database engine stopped the instance (0).
Information	9/3/2022 10:53:41 AM	ESENT	102	General	svchost (4812) The database engine (6.01.7601.0000) started a new instance (0).
Error	9/3/2022 10:53:41 AM	Microsoft-Windows-WMI	10	None	"Event filter with query ""SELECT * FROM __InstanceModificationEvent WITHIN 60 WHERE TargetInstance ISA ""Win32_Processor"" AND TargetInstance.LoadPercentage > 99"" could not be reactivated in namespace ""//./root/CIMV2"" because of error 0x80041003. Events cannot be delivered through this filter until the problem is corrected."
Information	9/3/2022 10:46:18 AM	Microsoft-Windows-LoadPerf	1000	None	Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data in the data section contains the new index values assigned to this service.
Information	9/3/2022 10:46:18 AM	Microsoft-Windows-LoadPerf	1001	None	Performance counters for the WmiApRpl (WmiApRpl) service were removed successfully. The Record Data contains the new values of the system Last Counter and Last Help registry entries.
Information	8/29/2022 12:53:26 PM	Microsoft-Windows-MSDTC 2	4202	TM	MSDTC started with the following settings: Security Configuration (OFF = 0 and ON = 1): Allow Remote Administrator = 0, Network Clients = 0, Trasaction Manager Communication:  Allow Inbound Transactions = 0, Allow Outbound Transactions = 0, Transaction Internet Protocol (TIP) = 0,  Enable XA Transactions = 0,  Enable SNA LU 6.2 Transactions = 1,  MSDTC Communications Security = Mutual Authentication Required, Account = NT AUTHORITY\NetworkService,  Firewall Exclusion Detected = 0 Transaction Bridge Installed = 0 Filtering Duplicate Events = 1
Error	8/29/2022 12:53:09 PM	Microsoft-Windows-WMI	10	None	"Event filter with query ""SELECT * FROM __InstanceModificationEvent WITHIN 60 WHERE TargetInstance ISA ""Win32_Processor"" AND TargetInstance.LoadPercentage > 99"" could not be reactivated in namespace ""//./root/CIMV2"" because of error 0x80041003. Events cannot be delivered through this filter until the problem is corrected."
Information	8/29/2022 12:51:50 PM	Desktop Window Manager	9003	None	The Desktop Window Manager was unable to start because a composited theme is not in use
Information	8/29/2022 12:51:50 PM	Microsoft-Windows-Winlogon	4104	None	Accessing Windows in Notification period.
Warning	8/29/2022 12:51:44 PM	Microsoft-Windows-Winlogon	4105	None	Windows is in Notification period.
Information	8/29/2022 12:51:28 PM	WLMS	100	None	The license period for this installation of Windows has expired.  The operating system will shutdown every hour.
Information	8/29/2022 12:51:27 PM	Microsoft-Windows-Security-SPP	902	None	"The Software Protection service has started.
6.1.7601.17514"
