Level	Date and Time	Source	Event ID	Task Category
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Remote Desktop Services service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The jenkins service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Remote Desktop Licensing service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The jmx service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The User Profile Service service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Cryptographic Services service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Plug and Play service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information	7/16/2023 10:35:41 AM	EventLog	6013	None	The system uptime is 3 seconds.
Information	7/16/2023 10:35:41 AM	EventLog	6005	None	The Event log service was started.
Information	7/16/2023 10:35:41 AM	EventLog	6009	None	Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Power service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Application Host Helper Service service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Windows Event Log service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The DHCP Client service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the stopped state.
Information	6/29/2023 1:41:33 PM	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	6/29/2023 1:41:33 PM	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	6/29/2023 1:41:33 PM	EventLog	6006	None	The Event log service was stopped.
Information	6/29/2023 1:41:33 PM	Service Control Manager	7036	None	The Certificate Propagation service entered the stopped state.
Information	6/29/2023 1:41:27 PM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the stopped state.
Information	6/29/2023 1:41:27 PM	Service Control Manager	7036	None	The Windows Error Reporting Service service entered the running state.
Information	6/29/2023 1:41:25 PM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the stopped state.
Information	6/29/2023 1:41:25 PM	Service Control Manager	7036	None	The Group Policy Client service entered the stopped state.
Information	6/29/2023 1:41:25 PM	Service Control Manager	7036	None	The Windows Update service entered the stopped state.
Information	6/29/2023 1:41:25 PM	USER32	1074	None	"The process C:\Windows\system32\winlogon.exe (METASPLOITABLE3) has initiated the power off of computer METASPLOITABLE3 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: power off
 Comment: "
Information	6/29/2023 12:00:00 PM	EventLog	6013	None	The system uptime is 101094 seconds.
Information	6/29/2023 1:34:51 AM	Service Control Manager	7036	None	The Windows Modules Installer service entered the stopped state.
Information	6/29/2023 1:34:50 AM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	6/29/2023 1:34:50 AM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	6/29/2023 1:24:49 AM	Service Control Manager	7036	None	The Windows Modules Installer service entered the running state.
Information	6/28/2023 1:24:57 PM	Service Control Manager	7036	None	The Windows Modules Installer service entered the stopped state.
Information	6/28/2023 1:24:57 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	6/28/2023 1:24:57 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	6/28/2023 12:00:00 PM	EventLog	6013	None	The system uptime is 14694 seconds.
Information	6/28/2023 8:37:25 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the stopped state.
Information	6/28/2023 8:11:57 AM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information	6/28/2023 8:05:28 AM	Service Control Manager	7036	None	The Application Experience service entered the stopped state.
Information	6/28/2023 8:00:55 AM	Service Control Manager	7036	None	The Software Protection service entered the stopped state.
Information	6/28/2023 7:57:31 AM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the stopped state.
Information	6/28/2023 7:57:27 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the stopped state.
Information	6/28/2023 7:57:26 AM	Service Control Manager	7036	None	The Windows Update service entered the running state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The SNMP Trap service entered the running state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the running state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the running state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the running state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the running state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information	6/28/2023 7:57:25 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information	6/28/2023 7:56:11 AM	Service Control Manager	7036	None	The AWS Lite Guest Agent service entered the stopped state.
Information	6/28/2023 7:55:53 AM	Service Control Manager	7036	None	The Windows Modules Installer service entered the running state.
Information	6/28/2023 7:55:31 AM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the stopped state.
Information	6/28/2023 7:55:29 AM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the running state.
Information	6/28/2023 7:55:29 AM	Service Control Manager	7036	None	The Remote Desktop Configuration service entered the running state.
Information	6/28/2023 7:55:29 AM	Service Control Manager	7036	None	The Certificate Propagation service entered the running state.
Information	6/28/2023 7:55:27 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the running state.
Information	6/28/2023 7:55:27 AM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	6/28/2023 7:55:27 AM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	6/28/2023 7:55:27 AM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information	6/28/2023 7:55:26 AM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information	6/28/2023 7:55:26 AM	SNMP	1001	None	The SNMP Service has started successfully.
Information	6/28/2023 7:55:26 AM	Service Control Manager	7036	None	The Network List Service service entered the running state.
Information	6/28/2023 7:55:25 AM	Microsoft-Windows-Iphlpsvc	4200	None	Isatap interface isatap.us-east-2.compute.internal with address fe80::5efe:10.0.0.21 has been brought up.
Error	6/28/2023 7:55:25 AM	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) failed to load: 
cdrom
vmhgfs"
Information	6/28/2023 7:55:25 AM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	6/28/2023 7:55:23 AM	Service Control Manager	7036	None	The Server service entered the running state.
Information	6/28/2023 7:55:23 AM	Service Control Manager	7036	None	The Remote Desktop Licensing service entered the running state.
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the running state.
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The Ec2Config service entered the running state.
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The IP Helper service entered the running state.
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the running state.
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the running state.
Information	6/28/2023 7:55:23 AM	Microsoft-Windows-TerminalServices-Licensing	0	None	The Remote Desktop Licensing service has started.
Warning	6/28/2023 7:55:23 AM	Microsoft-Windows-TerminalServices-Licensing	18	None	"The Remote Desktop license server ""METASPLOITABLE3"" has not been activated and therefore will only issue temporary licenses. To issue permanent licenses, the Remote Desktop license server must be activated."
Information	6/28/2023 7:55:22 AM	Microsoft-Windows-WinRM	10121	None	"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information	6/28/2023 7:55:22 AM	Microsoft-Windows-WinRM	10148	None	"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the running state.
Information	6/28/2023 7:55:22 AM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the running state.
Information	6/28/2023 7:55:21 AM	Service Control Manager	7036	None	The Remote Desktop Services service entered the running state.
Information	6/28/2023 7:55:21 AM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the running state.
Information	6/28/2023 7:55:21 AM	Service Control Manager	7036	None	The OpenSSH Server service entered the running state.
Information	6/28/2023 7:55:21 AM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the running state.
Information	6/28/2023 7:55:21 AM	Service Control Manager	7036	None	The SNMP Service service entered the running state.
Information	6/28/2023 7:55:21 AM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the running state.
Information	6/28/2023 7:55:20 AM	Service Control Manager	7036	None	The Remote Registry service entered the running state.
Error	6/28/2023 7:55:21 AM	SNMP	1500	None	The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information	6/28/2023 7:55:19 AM	Service Control Manager	7036	None	The Network Location Awareness service entered the running state.
Information	6/28/2023 7:55:13 AM	Service Control Manager	7036	None	The jmx service entered the running state.
Information	6/28/2023 7:55:13 AM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the running state.
Information	6/28/2023 7:55:13 AM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the running state.
Information	6/28/2023 7:55:13 AM	Service Control Manager	7036	None	The jenkins service entered the running state.
Information	6/28/2023 7:55:13 AM	Service Control Manager	7036	None	The Amazon SSM Agent service entered the running state.
Information	6/28/2023 7:55:12 AM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the running state.
Information	6/28/2023 7:55:12 AM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the running state.
Information	6/28/2023 7:55:12 AM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information	6/28/2023 7:55:11 AM	Service Control Manager	7036	None	The Application Host Helper Service service entered the running state.
Information	6/28/2023 7:55:11 AM	Service Control Manager	7036	None	The Cryptographic Services service entered the running state.
Information	6/28/2023 7:55:11 AM	Service Control Manager	7036	None	The AWS Lite Guest Agent service entered the running state.
Information	6/28/2023 7:55:11 AM	Service Control Manager	7036	None	The Print Spooler service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Security Accounts Manager service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Workstation service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Windows Firewall service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Base Filtering Engine service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Task Scheduler service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The DHCP Client service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The DNS Client service entered the running state.
Information	6/28/2023 7:55:10 AM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	6/28/2023 7:55:10 AM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The TCP/IP NetBIOS Helper service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Network Store Interface Service service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The System Event Notification Service service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The COM+ Event System service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The User Profile Service service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Group Policy Client service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Windows Event Log service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Remote Procedure Call (RPC) service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The RPC Endpoint Mapper service entered the running state.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The DCOM Server Process Launcher service entered the running state.
Information	6/28/2023 7:55:10 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (6.1, ‎2009‎-‎07‎-‎13T16:26:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Power service entered the running state.
Information	6/28/2023 7:55:10 AM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information	6/28/2023 7:55:10 AM	Service Control Manager	7036	None	The Plug and Play service entered the running state.
Information	6/28/2023 7:55:09 AM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 1 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	6/28/2023 7:55:09 AM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 0 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	6/28/2023 7:55:09 AM	ena	5203	None	Amazon Elastic Network Adapter: Adapter was restarted.
Information	6/28/2023 7:55:09 AM	ena	5202	None	Amazon Elastic Network Adapter: Adapter was paused.
Information	6/28/2023 7:55:09 AM	ena	5203	None	Amazon Elastic Network Adapter: Adapter was restarted.
Information	6/28/2023 7:55:09 AM	ena	5200	None	Amazon Elastic Network Adapter: Adapter was initialized.
Information	6/28/2023 7:55:05 AM	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2023‎-‎06‎-‎28T14:55:05.375200000Z.
Information	6/27/2023 2:29:24 PM	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2023‎-‎06‎-‎27T21:29:24.624800000Z.
Information	6/27/2023 2:29:21 PM	Service Control Manager	7036	None	The Amazon SSM Agent service entered the stopped state.
Information	6/27/2023 2:29:18 PM	Microsoft-Windows-Kernel-Power	109	(103)	The kernel power manager has initiated a shutdown transition.
Information	6/27/2023 2:29:16 PM	Service Control Manager	7036	None	The Ec2Config service entered the stopped state.
Information	6/27/2023 2:29:16 PM	Service Control Manager	7036	None	The jenkins service entered the stopped state.
Information	6/27/2023 2:29:16 PM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the stopped state.
Information	6/27/2023 2:29:16 PM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the stopped state.
Information	6/27/2023 2:29:15 PM	Service Control Manager	7036	None	The Cryptographic Services service entered the stopped state.
Information	6/27/2023 2:29:15 PM	Service Control Manager	7036	None	The jmx service entered the stopped state.
Information	6/27/2023 2:29:15 PM	Service Control Manager	7036	None	The wampmysqld service entered the stopped state.
Information	6/27/2023 2:29:15 PM	Service Control Manager	7036	None	The Remote Desktop Licensing service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The Application Host Helper Service service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The Remote Desktop Services service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The User Profile Service service entered the stopped state.
Information	6/27/2023 2:29:14 PM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Plug and Play service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information	6/28/2023 7:55:10 AM	EventLog	6013	None	The system uptime is 4 seconds.
Information	6/28/2023 7:55:10 AM	EventLog	6005	None	The Event log service was started.
Information	6/28/2023 7:55:10 AM	EventLog	6009	None	Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Windows Event Log service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Power service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The DHCP Client service entered the stopped state.
Information	6/27/2023 2:29:13 PM	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	6/27/2023 2:29:13 PM	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	6/27/2023 2:29:13 PM	Service Control Manager	7036	None	The Certificate Propagation service entered the stopped state.
Information	6/27/2023 2:29:13 PM	EventLog	6006	None	The Event log service was stopped.
Information	6/27/2023 2:29:06 PM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the stopped state.
Information	6/27/2023 2:29:06 PM	Service Control Manager	7036	None	The Windows Error Reporting Service service entered the running state.
Information	6/27/2023 2:29:04 PM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the stopped state.
Information	6/27/2023 2:29:03 PM	Service Control Manager	7036	None	The Group Policy Client service entered the stopped state.
Information	6/27/2023 2:29:03 PM	Service Control Manager	7036	None	The Windows Update service entered the stopped state.
Information	6/27/2023 2:29:03 PM	USER32	1074	None	"The process C:\Windows\system32\winlogon.exe (METASPLOITABLE3) has initiated the power off of computer METASPLOITABLE3 on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: power off
 Comment: "
Information	6/27/2023 12:51:24 PM	Service Control Manager	7036	None	The Windows Modules Installer service entered the stopped state.
Information	6/27/2023 12:51:23 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	6/27/2023 12:51:20 PM	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	6/27/2023 12:00:00 PM	EventLog	6013	None	The system uptime is 14412 seconds.
Information	6/27/2023 9:00:24 AM	Microsoft-Windows-WAS	5186	None	A worker process with process id of '5396' serving application pool 'DefaultAppPool' was shutdown due to inactivity.  Application Pool timeout configuration was set to 20 minutes.  A new worker process will be started when needed.
Information	6/27/2023 8:47:24 AM	Service Control Manager	7036	None	The Application Experience service entered the stopped state.
Information	6/27/2023 8:46:39 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the stopped state.
Information	6/27/2023 8:39:41 AM	Service Control Manager	7036	None	The Software Protection service entered the stopped state.
Error	6/27/2023 8:39:10 AM	Schannel	36888	None	The following fatal alert was generated: 10. The internal error state is 1203.
Error	6/27/2023 8:39:07 AM	Schannel	36888	None	The following fatal alert was generated: 10. The internal error state is 1203.
Error	6/27/2023 8:39:07 AM	TermDD	56	None	The Terminal Server security layer detected an error in the protocol stream and has disconnected the client. Client IP: 10.0.0.4.
Information	6/27/2023 8:37:24 AM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	6/27/2023 8:34:40 AM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the stopped state.
Information	6/27/2023 8:34:39 AM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	6/27/2023 8:21:39 AM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the stopped state.
Information	6/27/2023 8:17:31 AM	Service Control Manager	7036	None	The Application Experience service entered the stopped state.
Information	6/27/2023 8:11:50 AM	Service Control Manager	7036	None	The Software Protection service entered the stopped state.
Information	6/27/2023 8:07:50 AM	Service Control Manager	7036	None	The Windows Time service entered the stopped state.
Information	6/27/2023 8:07:50 AM	Microsoft-Windows-Kernel-General	1	None	The system time has changed to ‎2023‎-‎06‎-‎27T15:07:50.012000000Z from ‎2023‎-‎06‎-‎27T15:07:50.012808000Z.
Information	6/27/2023 8:07:49 AM	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->168.61.215.74:123).
Information	6/27/2023 8:07:35 AM	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->168.61.215.74:123).
Information	6/27/2023 8:07:33 AM	Service Control Manager	7036	None	The Windows Time service entered the running state.
Information	6/27/2023 8:06:53 AM	Service Control Manager	7036	None	The Windows Update service entered the running state.
Information	6/27/2023 8:06:48 AM	Service Control Manager	7036	None	The SNMP Trap service entered the running state.
Information	6/27/2023 8:06:47 AM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the running state.
Information	6/27/2023 8:06:41 AM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the running state.
Information	6/27/2023 8:06:39 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the running state.
Information	6/27/2023 8:06:39 AM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the running state.
Information	6/27/2023 8:06:33 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the stopped state.
Information	6/27/2023 8:06:32 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information	6/27/2023 8:06:32 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information	6/27/2023 8:06:31 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information	6/27/2023 8:06:31 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information	6/27/2023 8:06:25 AM	Service Control Manager	7036	None	The Windows Modules Installer service entered the running state.
Information	6/27/2023 8:05:49 AM	Service Control Manager	7036	None	The Virtual Disk service entered the running state.
Information	6/27/2023 8:05:49 AM	Virtual Disk Service	3	None	Service started.
Information	6/27/2023 8:05:35 AM	Service Control Manager	7036	None	The Amazon SSM Agent service entered the running state.
Information	6/27/2023 8:05:26 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID LPTENUM\MICROSOFTRAWPORT\5&34A37E9F&0&LPT1 with the following status: 0x0.
Information	6/27/2023 8:05:25 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\monitor.inf_amd64_neutral_ab477c4d805d044f\monitor.inf for Device Instance ID DISPLAY\DEFAULT_MONITOR\4&32D7DABF&0&12345678&00&03 with the following status: 0x0.
Information	6/27/2023 8:05:24 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service monitor for Device Instance ID DISPLAY\DEFAULT_MONITOR\4&32D7DABF&0&12345678&00&03 with the following status: 0.
Information	6/27/2023 8:05:21 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\msmouse.inf_amd64_neutral_7a5f47d3150cc0eb\msmouse.inf for Device Instance ID ACPI\PNP0F13\4&2C5A7332&0 with the following status: 0x0.
Information	6/27/2023 8:05:21 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service mouclass for Device Instance ID ACPI\PNP0F13\4&2C5A7332&0 with the following status: 0.
Information	6/27/2023 8:05:21 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service i8042prt for Device Instance ID ACPI\PNP0F13\4&2C5A7332&0 with the following status: 0.
Information	6/27/2023 8:05:19 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\msports.inf_amd64_neutral_fdcfb86ce78678d1\msports.inf for Device Instance ID ACPI\PNP0400\4&2C5A7332&0 with the following status: 0x0.
